title: 2001 California Efficiency Standards,,,,
,,,,
# For opaque envelope: see Section 143-A Table NO. 1-I,,,,
table:   Opaque Envelope Requirements | Climate Zone 1,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.057,
Roofs | Wood Framed and Other,0,,0.057,
Walls Above Grade | Metal Building,0,,0.182,
Walls Above Grade | Metal Framed,0,,0.182,
Walls Above Grade | Mass Light,0,,0.34,
Walls Above Grade | Mass Heavy,0,,0.36,
Walls Above Grade | Wood Framed and Other,0,,0.084,
Floors | Mass,,,0.097,
Floors | Other,,,0.05,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,,0.2,16
Opaque Doors | Non-Swinging,,,0.5,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 2,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.057,
Roofs | Wood Framed and Other,0,,0.057,
Walls Above Grade | Metal Building,0,,0.182,
Walls Above Grade | Metal Framed,0,,0.182,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.65,
Walls Above Grade | Wood Framed and Other,0,,0.084,
Floors | Mass,,,0.097,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 3,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.057,
Roofs | Wood Framed and Other,0,,0.057,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.65,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 4,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.057,
Roofs | Wood Framed and Other,0,,0.057,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.65,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 5,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.057,
Roofs | Wood Framed and Other,0,,0.057,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.65,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 6,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.078,
Roofs | Wood Framed and Other,0,,0.078,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.69,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 7,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.078,
Roofs | Wood Framed and Other,0,,0.078,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.69,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 8,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.078,
Roofs | Wood Framed and Other,0,,0.078,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.69,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 9,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Metal Buildings,0,,0.078,
Roofs | Wood Framed and Other,0,,0.078,
Walls Above Grade | Metal Building,0,,0.189,
Walls Above Grade | Metal Framed,0,,0.189,
Walls Above Grade | Mass Light,0,,0.43,
Walls Above Grade | Mass Heavy,0,,0.69,
Walls Above Grade | Wood Framed and Other,0,,0.092,
Floors | Mass,,,0.158,
Floors | Other,,,0.076,
